line_name,description,total_boarding,tm2_mode,line_mode,headway,fare_system,vehicle_mode
31_VTA_587_PM_d0_s1744,GREAT MALL - MILPITAS HIGH SCHOOL,13.700645446777344,28,d,23.77,99,d
31_VTA_587_PM_d1_s1747,GREAT MALL - MILPITAS HIGH SCHOOL,174.50886249542236,28,d,19.02,99,d
31_VTA_588_PM_d0_s1751,GREAT MALL - MCCARTHY RANCH,79.43905353546143,28,d,23.77,99,d
31_VTA_588_PM_d1_s1755,GREAT MALL - MCCARTHY RANCH,80.13249742984772,28,d,20.6,99,d
31_VTA_589_PM_d0_s1759,LOS GATOS - WINCHESTER LRT,163.67376613616943,28,d,38.03,99,d
31_VTA_589_PM_d1_s1760,LOS GATOS - WINCHESTER LRT,46.70655059814453,28,d,38.03,99,d
31_VTA_590_PM_d0_s1761,LOS GATOS - WINCHESTER LRT,35.24489143490791,28,d,38.03,99,d
31_VTA_590_PM_d1_s1762,LOS GATOS - WINCHESTER LRT,17.8687926530838,28,d,38.03,99,d
31_VTA_591_PM_d0_s1766,DE ANZA - MOFFETT/AMES CTR,92.36608839035034,28,d,19.02,99,d
31_VTA_591_PM_d1_s1771,DE ANZA - MOFFETT/AMES CTR,205.61625576019287,28,d,20.6,99,d
31_VTA_592_PM_d0_s1780,FOOTHILL COLLEGE - DWNTOWN MTN VIEW,8.471661806106567,28,d,26.94,99,d
31_VTA_592_PM_d1_s1782,FOOTHILL COLLEGE - DWNTOWN MTN VIEW,5.326323986053467,28,d,31.7,99,d
31_VTA_593_PM_d0_s1778,PALO ALTO - EASTRIDGE,872.1708544492722,28,d,12.68,99,d
31_VTA_593_PM_d1_s1779,PALO ALTO - EASTRIDGE,490.4216380417347,28,d,12.68,99,d
31_VTA_594_PM_d0_s1784,WV COLLEGE- SUNNYVALE TRANS CTR,128.61681652069092,28,d,31.7,99,d
31_VTA_594_PM_d1_s1787,WV COLLEGE- SUNNYVALE TRANS CTR,20.911590576171875,28,d,47.54,99,d
31_VTA_595_PM_d0_s1790,DE ANZA COLLEGE - LOCKHEED,57.52566885948181,28,d,26.94,99,d
31_VTA_595_PM_d1_s1791,DE ANZA COLLEGE - LOCKHEED,91.48203015327454,28,d,23.77,99,d
31_VTA_596_PM_d0_s1792,DE ANZA COLLEGE - GREAT AMERICA,253.1126573085785,28,d,9.51,99,d
31_VTA_596_PM_d1_s1798,DE ANZA COLLEGE - GREAT AMERICA,225.65002298355103,28,d,13.47,99,d
31_VTA_597_PM_d0_s1803,WEST VALLEY COLL - GREAT AMERICA,183.48984503746033,28,d,23.77,99,d
31_VTA_597_PM_d1_s1806,WEST VALLEY COLL - GREAT AMERICA,109.12929344177246,28,d,26.94,99,d
31_VTA_598_PM_d0_s1808,WEST VALLEY COLLEGE - ALVISO,172.5015075802803,28,d,26.94,99,d
31_VTA_598_PM_d1_s1811,WEST VALLEY COLLEGE - ALVISO,192.47555309534073,28,d,26.94,99,d
31_VTA_599_PM_d0_s1814,WINCHESTER  TC - GT AMERICA,418.782089471817,28,d,13.47,99,d
31_VTA_599_PM_d1_s1816,WINCHESTER  TC - GT AMERICA,516.1103943660855,28,d,14.26,99,d
31_VTA_600_PM_d0_s1818,GOOD SAM HOSP - SIERRA & PIEDMONT,283.781721919775,28,d,26.94,99,d
31_VTA_600_PM_d1_s1821,GOOD SAM HOSP - SIERRA & PIEDMONT,250.318488240242,28,d,31.7,99,d
31_VTA_601_PM_d0_s1823,GOOD SAM HOSP - SIERRA & PIEDMONT,141.83138394355774,28,d,26.94,99,d
31_VTA_601_PM_d1_s1824,GOOD SAM HOSP - SIERRA & PIEDMONT,222.00713351368904,28,d,26.94,99,d
31_VTA_602_PM_d0_s1826,ALMADEN EXPY - SAN JOSE STATE,77.36183166503906,28,d,26.94,99,d
31_VTA_602_PM_d1_s1827,ALMADEN EXPY - SAN JOSE STATE,272.9931242465973,28,d,20.6,99,d
31_VTA_603_PM_d0_s1828,ALMADEN LRT - MCKEE & WHITE,1054.9095394611359,28,d,13.47,99,d
31_VTA_603_PM_d1_s1832,ALMADEN LRT - MCKEE & WHITE,650.4943344593048,28,d,15.85,99,d
31_VTA_604_PM_d0_s1835,KOOSER & BLOSSOM  HILL- DNTN  S.J.,19.931846737861633,28,d,47.54,99,d
31_VTA_604_PM_d1_s1836,KOOSER & BLOSSOM  HILL- DNTN  S.J.,51.95510491728783,28,d,38.03,99,d
31_VTA_605_PM_d0_s1837,KAISER SAN JOSE - MILPITAS/DIXON,1365.3732817173004,28,d,13.47,99,d
31_VTA_605_PM_d1_s1840,KAISER SAN JOSE - MILPITAS/DIXON,1116.6012703180313,28,d,13.47,99,d
31_VTA_606_PM_d0_s1846,GILROY TC - SAN JOSE DIRIDON,869.1580666303635,28,d,16.64,99,d
31_VTA_606_PM_d1_s1848,GILROY TC - SAN JOSE DIRIDON,1814.8186663389206,28,d,10.3,99,d
31_VTA_607_PM_d0_s1853,CAPITOL LRT STN - GREAT MALL/MAIN,1061.6917244195938,28,d,11.09,99,d
31_VTA_607_PM_d1_s1855,CAPITOL LRT STN - GREAT MALL/MAIN,502.52518486976624,28,d,12.68,99,d
31_VTA_608_PM_d0_s1857,EASTRIDGE- GREAT MALL/MAIN,447.60187435150146,28,d,13.47,99,d
31_VTA_608_PM_d1_s1858,EASTRIDGE- GREAT MALL/MAIN,379.40535402297974,28,d,14.26,99,d
31_VTA_609_PM_d0_s1859,SENTER/MONTEREY - DOWNTOWN SAN JOSE,279.4906678199768,28,d,13.47,99,d
31_VTA_609_PM_d1_s1860,SENTER/MONTEREY - DOWNTOWN SAN JOSE,440.0430871248245,28,d,13.47,99,d
31_VTA_610_PM_d0_s1861,SNELL & CAPITOL - DOWNTWN SAN JOSE,532.1345503330231,28,d,16.64,99,d
31_VTA_610_PM_d1_s1863,SNELL & CAPITOL - DOWNTWN SAN JOSE,690.9002113342285,28,d,14.26,99,d
31_VTA_611_PM_d0_s1865,EASTRIDGE - GREAT MALL/MAIN,390.5369075536728,28,d,13.47,99,d
31_VTA_611_PM_d1_s1866,EASTRIDGE - GREAT MALL/MAIN,446.3573019504547,28,d,13.47,99,d
31_VTA_612_PM_d0_s1867,VALLCO - SAN JOSE STATE,87.82383275032043,28,d,23.77,99,d
31_VTA_612_PM_d1_s1870,VALLCO - SAN JOSE STATE,215.99481081962585,28,d,26.94,99,d
31_VTA_613_PM_d0_s1886,WESTGATE - DOWNTOWN SAN JOSE,167.74694776535034,28,d,20.6,99,d
31_VTA_613_PM_d1_s1889,WESTGATE - DOWNTOWN SAN JOSE,118.30342531204224,28,d,23.77,99,d
31_VTA_614_PM_d0_s1871,GRAY LINE-ACE SOUTH SUNNYVALE,29.095289707183838,28,d,47.54,99,d
31_VTA_615_PM_d0_s1874,GREEN LINE-ACE NORTH SANTA CLARA,0,28,d,47.54,99,d
31_VTA_616_PM_d0_s1876,ORANGE LINE-ACE MOUNTAIN VIEW,3.124756336212158,28,d,47.54,99,d
31_VTA_617_PM_d1_s1879,PURPLE LINE-ACE WEST MILPITAS,4.187771320343018,28,d,47.54,99,d
31_VTA_618_PM_d0_s1880,RED LINE-ACE NORTH SUNNYVALE,0,28,d,47.54,99,d
31_VTA_619_PM_d0_s1882,YELLOW LINE-ACE S. SANTA CLARA,1.7420523166656494,28,d,47.54,99,d
31_VTA_620_PM_d1_s1885,BROWN LINE-LIGHT RAIL,0,28,d,47.54,99,d
31_VTA_621_PM_d1_s1893,VIOLET LINE-EAST MILPITAS,0,28,d,47.54,99,d
31_VTA_622_PM_d0_s1894,VETS HOSP - MIDDLEFIELD & COLORADO,17.50079917907715,28,d,19.02,99,d
31_VTA_622_PM_d1_s1898,VETS HOSP - MIDDLEFIELD & COLORADO,2.3434438705444336,28,d,63.39,99,d
31_VTA_623_PM_d0_s1901,CALIFORNIA AVE CTRN-VETS HOSPITAL,0,28,d,31.7,99,d
31_VTA_623_PM_d1_s1904,CALIFORNIA AVE CTRN-VETS HOSPITAL,0,28,d,190.17,99,d
31_VTA_624_PM_d0_s1905,OHLONE/CHYNOWETH - ALMADEN,0,111,d,11.89,99,d
31_VTA_624_PM_d1_s1907,OHLONE/CHYNOWETH - ALMADEN,0,111,d,11.89,99,d
31_VTA_625_PM_d0_s1908,ALUM ROCK-SANTA TERESA VIA BAYPOINT,1070.5956156253815,111,d,10.3,99,d
31_VTA_625_PM_d1_s1919,ALUM ROCK-SANTA TERESA VIA BAYPOINT,1463.228797674179,111,d,10.3,99,d
31_VTA_626_PM_d0_s1924,MOUNTAIN VIEW - WINCHESTER,679.6707673072815,111,d,11.09,99,d
31_VTA_626_PM_d1_s1929,MOUNTAIN VIEW - WINCHESTER,1422.903195977211,111,d,11.09,99,d
35__221_PM_d0_s543,Strawberry - Marin City - San Francisco,232.4316372424364,87,n,47.54,8,n
35__221_PM_d1_s545,Strawberry - Marin City - San Francisco,102.15216541290283,87,n,47.54,8,n
35__222_PM_d0_s547,Santa Rosa - San Francisco,224.32358144409955,87,n,38.03,8,n
35__222_PM_d1_s549,Santa Rosa - San Francisco,147.67414367198944,87,n,38.03,8,n
35__223_PM_d0_s551,Santa Rosa - San Francisco,18.832088340073824,87,n,190.17,8,n
35__224_PM_d0_s555,San Rafael - Sausalito,45.186881721019745,70,n,31.7,8,n
35__224_PM_d1_s553,San Rafael - Sausalito,65.67442511022091,70,n,31.7,8,n
35__225_PM_d0_s557,College of Marin - San Francisco,214.44702368974686,87,n,26.94,8,n
35__226_PM_d0_s559,Marin City - San Francisco,85.94006776809692,87,n,47.54,8,n
35__227_PM_d0_s563,San Rafael - Marin City,39.66458901762962,70,n,31.7,8,n
35__227_PM_d1_s561,San Rafael - Marin City,15.610280990600586,70,n,26.94,8,n
35__228_PM_d0_s564,San Rafael/Canal - Fairfax/Manor,0.3205791711807251,70,n,47.54,8,n
35__228_PM_d1_s565,San Rafael/Canal - Fairfax/Manor,3.278701603412628,70,n,47.54,8,n
35__229_PM_d0_s569,Fairfax/Manor - San Francisco,794.5624029636383,87,n,16.64,8,n
35__230_PM_d1_s575,Fairfax/Manor - Larkspur Ferry Terminal,4.434908866882324,70,n,31.7,8,n
35__231_PM_d0_s576,San Anselmo - San Francisco,248.71940183639526,87,n,26.94,8,n
35__231_PM_d1_s578,San Anselmo - San Francisco,79.2202603071928,87,n,63.39,8,n
35__232_PM_d0_s584,San Rafael - Fairfax/Manor,57.096839904785156,70,n,31.7,8,n
35__232_PM_d1_s586,San Rafael - Fairfax/Manor,3.6967294216156006,70,n,38.03,8,n
35__233_PM_d0_s588,Central San Rafael-SRTC-Larkspur Ferry,4.133422374725342,70,n,31.7,8,n
35__233_PM_d1_s591,Central San Rafael-SRTC-Larkspur Ferry,0,70,n,47.54,8,n
35__234_PM_d0_s592,Canal - San Rafael Transit Center,0.8035150766372681,70,n,19.02,8,n
35__234_PM_d1_s593,Canal - San Rafael Transit Center,0,70,n,23.77,8,n
35__235_PM_d0_s595,Canal - Marin City,12.088766038417816,70,n,38.03,8,n
35__235_PM_d1_s596,Canal - Marin City,1.227818489074707,70,n,47.54,8,n
35__236_PM_d0_s598,Smith Ranch Road P&R to LFT,0,87,n,38.03,8,n
35__236_PM_d1_s599,Smith Ranch Road P&R to LFT,0,87,n,63.39,8,n
35__237_PM_d0_s601,Terra Linda - San Francisco,42.606122851371765,87,n,47.54,8,n
35__238_PM_d0_s605,Mill Valley - San Francisco,482.3158069252968,87,n,10.3,8,n
35__238_PM_d1_s610,Mill Valley - San Francisco,242.76336078345776,87,n,63.39,8,n
35__239_PM_d0_s602,Del Norte BART Station - San Rafael,69.93861484527588,87,n,63.39,8,n
35__239_PM_d1_s603,Del Norte BART Station - San Rafael,19.696230709552765,87,n,63.39,8,n
35__240_PM_d0_s616,Del Norte BART Station - San Rafael,165.50227689743042,87,n,38.03,8,n
35__240_PM_d1_s615,Del Norte BART Station - San Rafael,58.03050351142883,87,n,38.03,8,n
35__241_PM_d0_s618,Lucas Valley - San Francisco,56.6094908118248,87,n,95.09,8,n
35__242_PM_d0_s620,Kaiser Hospital - Northgate - San Rafael,26.40879249572754,70,n,23.77,8,n
35__242_PM_d1_s619,Kaiser Hospital - Northgate - San Rafael,9.16509485244751,70,n,23.77,8,n
35__243_PM_d0_s623,Novato - San Rafael,13.20439624786377,70,n,47.54,8,n
35__243_PM_d1_s624,Novato - San Rafael,2.5162209272384644,70,n,47.54,8,n
35__244_PM_d0_s627,Novato/San Marin - San Francisco,112.92403149604797,87,n,15.85,8,n
35__245_PM_d0_s635,San Marin - San Francisco via Broadway Tunnel,125.94291853904724,87,n,31.7,8,n
35__246_PM_d0_s637,Hamilton/Novato - San Francisco,53.552474200725555,87,n,63.39,8,n
35__247_PM_d0_s639,Novato - San Francisco,344.6906663477421,87,n,31.7,8,n
35__247_PM_d1_s643,Novato - San Francisco,215.37061822414398,87,n,38.03,8,n
35__248_PM_d0_s647,Novato - Marin City,13.700546711683273,87,n,63.39,8,n
35__248_PM_d1_s648,Novato - Marin City,9.881066799163818,87,n,47.54,8,n
35__249_PM_d0_s651,Santa Rosa - San Francisco,66.1448672413826,87,n,26.94,8,n
35__250_PM_d0_s653,Santa Rosa - San Francisco,17.305812656879425,87,n,63.39,8,n
35__251_PM_d0_s655,Santa Rosa - San Francisco,66.00101027078927,70,n,31.7,8,n
35__252_PM_d0_s657,East Petaluma - San Francisco,60.07542911171913,87,n,38.03,8,n
35__253_PM_d0_s659,Tiburon - San Francisco,10.634512107819319,87,n,190.17,8,n
35__254_PM_d0_s663,Marin City - San Francisco,114.45376652479172,87,n,63.39,8,n
35__254_PM_d1_s662,Marin City - San Francisco,101.59066963195801,87,n,38.03,8,n
35__255_PM_d0_s666,Golden Gate Bridge Toll Plaza - San Francisco,100.7549561560154,70,n,26.94,8,n
36_UCT_538_PM_d0_s1608,Delores,165.483112514019,38,d,23.77,99,d
36_UCT_539_PM_d0_s1610,Whipple,17.30370780825615,38,d,47.54,99,d
36_UCT_540_PM_d0_s1609,Whipple Short,20.73293662071228,38,d,63.39,99,d
36_UCT_541_PM_d0_s1611,Almaden,7.277271032333374,38,d,47.54,99,d
36_UCT_542_PM_d0_s1612,Tamarack,12.912225246429443,38,d,47.54,99,d
36_UCT_543_PM_d0_s1613,Dyer,90.25525319576263,38,d,23.77,99,d
36_UCT_544_PM_d0_s1614,Alvarado Circulator,1.7456715404987335,38,d,190.17,99,d
36_UCT_545_PM_d0_s1615,Alvarado-Niles,2.2844932079315186,38,d,47.54,99,d
36_UCT_546_PM_d0_s1617,Dyer Express,35.502151012420654,38,d,38.03,99,d
37_392_691_PM_d0_s2088,Gems and Birds,20.08885383605957,46,v,26.94,49,v
37_392_692_PM_d0_s2122,Crockett - Rodeo - Hercules,2.3143386840820312,46,v,23.77,49,v
37_392_692_PM_d1_s2123,Crockett - Rodeo - Hercules,30.826932907104492,46,v,26.94,49,v
37_392_693_PM_d0_s2098,Trees and Flowers,13.273153305053711,46,v,31.7,49,v
37_392_693_PM_d1_s2083,Trees and Flowers,4.550723552703857,46,v,26.94,49,v
37_392_694_PM_d0_s2073,Rodeo - Hercules (Viewpointe/North Shore Business ,1.735388994216919,46,v,31.7,49,v
37_392_694_PM_d1_s2077,Rodeo - Hercules (Viewpointe/North Shore Business ,30.826932907104492,46,v,26.94,49,v
37_392_695_PM_d0_s2081,Pinole Valley - Old Town Pinole - Richmond Parkway,69.44881820678711,46,v,26.94,49,v
37_392_695_PM_d1_s2085,Pinole Valley - Old Town Pinole - Richmond Parkway,99.64664316177368,46,v,23.77,49,v
37_392_696_PM_d0_s2107,BayView - Richmond Parkway Transit Center,0.6555375456809998,46,v,63.39,49,v
37_392_696_PM_d1_s2084,BayView - Richmond Parkway Transit Center,0,46,v,63.39,49,v
37_392_697_PM_d0_s2096,Tara Hills - Richmond Parkway Transit Center - Hil,0.4370020627975464,46,v,95.09,49,v
37_392_697_PM_d1_s2080,Tara Hills - Richmond Parkway Transit Center - Hil,0,46,v,63.39,49,v
37_392_698_PM_d0_s2099,Hercules Transit Center - Pinole - Contra Costa Co,20.745866395533085,46,v,47.54,49,v
37_392_698_PM_d1_s2121,Hercules Transit Center - Pinole - Contra Costa Co,17.78180980682373,46,v,47.54,49,v
37_392_699_PM_d0_s2091,Rodeo/Hercules/San Francisco Transbay Terminal,151.6313774585724,90,l,14.26,50,l
37_392_699_PM_d1_s2087,Rodeo/Hercules/San Francisco Transbay Terminal,19.31008243560791,90,l,12.68,50,l
37_392_700_PM_d0_s2071,Hercules Transit Center - Pinole - Richmond - BART,35.43302269279957,90,x,23.77,49,x
37_392_700_PM_d1_s2100,Hercules Transit Center - Pinole - Richmond - BART,40.0538055896759,90,x,23.77,49,x
37_392_701_PM_d0_s2078,Hercules Transit Center - Pinole - Richmond - BART,49.45347400009632,90,x,23.77,49,x
37_392_701_PM_d1_s2086,Hercules Transit Center - Pinole - Richmond - BART,45.16034698486328,90,x,23.77,49,x
37_392_702_PM_d0_s2120,Hercules Transit Center - El Cerrito del Norte BAR,41.333003997802734,90,x,13.47,49,x
37_392_702_PM_d1_s2102,Hercules Transit Center - El Cerrito del Norte BAR,43.480934143066406,90,x,15.85,49,x
37_392_703_PM_d0_s2089,Hercules Transit Center - El Cerrito del Norte BAR,45.6287841796875,90,x,15.85,49,x
37_392_703_PM_d1_s2074,Hercules Transit Center - El Cerrito del Norte BAR,120.57336139678955,90,x,11.89,49,x
37_392_704_PM_d0_s2093,Hercules Transit Center - Martinez,34.12041473388672,46,v,23.77,49,v
37_392_704_PM_d1_s2108,Hercules Transit Center - Martinez,54.72788333892822,46,v,26.94,49,v
38_362_627_PM_d0_s1934,Route 10,9.797306656837463,60,f,38.03,42,f
38_362_627_PM_d1_s1935,Route 10,13.21218490600586,60,f,26.94,42,f
38_362_628_PM_d0_s1936,Route  3,5.079761505126953,60,f,26.94,42,f
38_362_629_PM_d0_s1937,Route  4,5.143722116947174,60,f,26.94,42,f
38_362_630_PM_d0_s1938,Route  5,6.228267192840576,60,f,26.94,42,f
38_362_631_PM_d0_s1939,Route  6,0,60,f,38.03,42,f
38_362_632_PM_d0_s1940,Route  7,0,60,f,26.94,42,f
38_362_633_PM_d0_s1941,Route 21,4.997065544128418,60,m,95.09,44,m
38_362_633_PM_d1_s1942,Route 21,0,60,m,63.39,44,m
38_362_634_PM_d0_s1943,Route  8,2.274514675140381,60,f,26.94,42,f
38_362_634_PM_d1_s1944,Route  8,4.481030464172363,60,f,23.77,42,f
38_362_635_PM_d0_s1945,Route 29,14.095470190048218,94,f,63.39,43,f
38_362_635_PM_d1_s1946,Route 29,0,94,f,63.39,43,f
38_362_636_PM_d0_s1947,Route 25,1.4391499757766724,60,f,95.09,42,f
38_362_636_PM_d1_s1948,Route 25,0,60,f,63.39,42,f
38_362_637_PM_d0_s1949,Route 11,14.424303531646729,60,f,26.94,42,f
38_362_637_PM_d1_s1950,Route 11,39.27013158798218,60,f,31.7,42,f
38_362_638_PM_d0_s1951,Route  1,3.4815704822540283,60,f,47.54,42,f
38_362_639_PM_d0_s1952,Route  2,18.499785900115967,60,f,26.94,42,f
39_MCTD_292_PM_d0_s766,West Marin Stagecoach (North),61.604915618896484,71,f,47.54,23,f
39_MCTD_292_PM_d1_s768,West Marin Stagecoach (North),0,71,f,63.39,23,f
39_MCTD_293_PM_d0_s749,Tiburon Shuttle,14.454545974731445,71,f,31.7,23,f
39_MCTD_293_PM_d1_s748,Tiburon Shuttle,73.55932140350342,71,f,23.77,23,f
39_MCTD_294_PM_d0_s751,Santa Venetia Shuttle,0,71,f,47.54,23,f
39_MCTD_294_PM_d1_s752,Santa Venetia Shuttle,0,71,f,47.54,23,f
39_MCTD_295_PM_d0_s762,Novato Shuttle,0,71,f,47.54,23,f
39_MCTD_295_PM_d1_s746,Novato Shuttle,0,71,f,47.54,23,f
39_MCTD_296_PM_d0_s744,Smith Ranch Road - Ignacio,0,71,f,63.39,23,f
39_MCTD_296_PM_d1_s745,Smith Ranch Road - Ignacio,0,71,f,47.54,23,f
39_MCTD_297_PM_d0_s759,Marinwood - Novato,0,71,f,47.54,23,f
39_MCTD_297_PM_d1_s760,Marinwood - Novato,0,71,f,47.54,23,f
39_MCTD_298_PM_d0_s781,Muir Woods Shuttle,0,71,q,13.47,24,q
39_MCTD_298_PM_d1_s780,Muir Woods Shuttle,0,71,q,7.13,24,q
39_MCTD_299_PM_d0_s774,West Marin Stagecoach (South),0.9487887024879456,71,f,38.03,23,f
39_MCTD_299_PM_d1_s776,West Marin Stagecoach (South),0.15263162553310394,71,f,31.7,23,f
3_BG_160_PM_d1_s419,San Francisco - Angel Island Ferry,0,103,r,190.17,12,r
3_BG_161_PM_d0_s416,San Francisco - Sausalito Ferry,0,103,r,95.09,13,r
3_BG_161_PM_d1_s420,San Francisco - Sausalito Ferry,0,103,r,63.39,13,r
3_BG_162_PM_d0_s418,San Francisco - Tiburon Ferry,0,103,r,63.39,14,r
3_BG_162_PM_d1_s417,San Francisco - Tiburon Ferry,0,103,r,95.09,14,r
4_tri-delta_524_PM_d0_s1591,Antioch / Oakley,15.605012655258179,44,n,63.39,37,n
4_tri-delta_524_PM_d1_s1592,Antioch / Oakley,9.340104579925537,44,n,63.39,37,n
4_tri-delta_525_PM_d0_s1601,Pittsburg BART / Kaiser Deer Valley,30.45982837677002,44,n,38.03,37,n
4_tri-delta_525_PM_d1_s1602,Pittsburg BART / Kaiser Deer Valley,164.27640068531036,44,n,38.03,37,n
4_tri-delta_526_PM_d0_s1589,LMC / Pittsburg,3.7305846214294434,44,n,14.26,37,n
4_tri-delta_526_PM_d1_s1590,LMC / Pittsburg,0,44,n,14.26,37,n
4_tri-delta_527_PM_d0_s1603,Pittsburg BART / Bay Point,30.467970490455627,44,n,47.54,37,n
4_tri-delta_528_PM_d0_s1593,Antioch / Brentwood,5.311962127685547,44,n,63.39,37,n
4_tri-delta_528_PM_d1_s1594,Antioch / Brentwood,5.200109481811523,44,n,63.39,37,n
4_tri-delta_529_PM_d0_s1595,Antioch / Brentwood,18.21073603630066,44,n,47.54,37,n
4_tri-delta_529_PM_d1_s1597,Antioch / Brentwood,3.466557502746582,44,n,95.09,37,n
4_tri-delta_530_PM_d0_s1581,Express Bart / Brentwood,13.294954299926758,44,s,19.02,36,s
4_tri-delta_530_PM_d1_s1582,Express Bart / Brentwood,0,44,s,31.7,36,s
4_tri-delta_531_PM_d0_s1585,Pittsburg BART / Antioch,98.03139138221741,44,n,20.6,37,n
4_tri-delta_531_PM_d1_s1588,Pittsburg BART / Antioch,109.51783064007759,44,n,26.94,37,n
4_tri-delta_532_PM_d1_s1584,Antioch Deer Valley,0,44,n,190.17,37,n
4_tri-delta_533_PM_d0_s1606,Pittsburg BART / Brentwood,78.42839527130127,44,n,31.7,37,n
4_tri-delta_533_PM_d1_s1607,Pittsburg BART / Brentwood,99.4572172164917,44,n,26.94,37,n
4_tri-delta_534_PM_d0_s1577,Martinez / Pittsburg,7.480533123016357,44,s,95.09,36,s
4_tri-delta_534_PM_d1_s1578,Martinez / Pittsburg,0.7060784101486206,44,s,95.09,36,s
4_tri-delta_535_PM_d0_s1599,Pittsburg BART / Antioch,48.952454566955566,44,n,47.54,37,n
4_tri-delta_535_PM_d1_s1600,Pittsburg BART / Antioch,47.477601051330566,44,n,47.54,37,n
4_tri-delta_536_PM_d0_s1604,Pittsburg BART / Antioch,17.683878421783447,44,n,31.7,37,n
4_tri-delta_537_PM_d0_s1579,Pittsburg / Concord BART,36.22146224975586,44,s,26.94,36,s
4_tri-delta_537_PM_d1_s1580,Pittsburg / Concord BART,19.809097677469254,44,s,26.94,36,s
5_CE_1_PM_d1_s2,nan,615.0525169372559,133,b,47.54,1,b
6_samtrans-ca-us_390_PM_d0_s1158,Daly City BART - Linda Mar Park & Ride,54.51205062866211,24,f,20.6,6,f
6_samtrans-ca-us_390_PM_d1_s1157,Daly City BART - Linda Mar Park & Ride,131.99830329418182,24,f,26.94,6,f
6_samtrans-ca-us_391_PM_d0_s1165,Colma BART - Linda Mar Park & Ride,229.79401445388794,24,f,38.03,6,f
6_samtrans-ca-us_391_PM_d1_s1164,Colma BART - Linda Mar Park & Ride,35.6560845375061,24,f,47.54,6,f
6_samtrans-ca-us_392_PM_d0_s1167,Linda Mar Park & Ride - Colma BART,7.67140531539917,24,f,95.09,6,f
6_samtrans-ca-us_392_PM_d1_s1166,Linda Mar Park & Ride - Colma BART,0,24,f,63.39,6,f
6_samtrans-ca-us_393_PM_d0_s1169,Colma BART - Brunswick/Templeton,1136.7158749103546,24,f,9.51,6,f
6_samtrans-ca-us_393_PM_d1_s1168,Colma BART - Brunswick/Templeton,1154.8452415466309,24,f,8.72,6,f
6_samtrans-ca-us_394_PM_d0_s1170,Lowell/Hanover - Skyline College,144.94650149345398,24,f,23.77,6,f
6_samtrans-ca-us_394_PM_d1_s1172,Lowell/Hanover - Skyline College,252.54547862708569,24,f,23.77,6,f
6_samtrans-ca-us_395_PM_d0_s1177,South SF BART - Stonestown/SF State,91.1116681098938,24,f,19.02,6,f
6_samtrans-ca-us_395_PM_d1_s1178,South SF BART - Stonestown/SF State,245.0438151359558,24,f,19.02,6,f
6_samtrans-ca-us_396_PM_d0_s1180,Daly City BART - Colma BART,862.6739965975285,24,f,11.09,6,f
6_samtrans-ca-us_396_PM_d1_s1181,Daly City BART - Colma BART,877.9621715545654,24,f,11.89,6,f
6_samtrans-ca-us_397_PM_d0_s1184,Airport/Linden - Serramonte Center,193.6721706390381,24,f,12.68,6,f
6_samtrans-ca-us_397_PM_d1_s1183,Airport/Linden - Serramonte Center,269.2244620323181,24,f,12.68,6,f
6_samtrans-ca-us_398_PM_d0_s1186,Airport/Linden - San Bruno BART,0,24,f,23.77,6,f
6_samtrans-ca-us_398_PM_d1_s1185,Airport/Linden - San Bruno BART,18.017265558242798,24,f,23.77,6,f
6_samtrans-ca-us_399_PM_d0_s1194,Linda Mar Circulator,21.899341106414795,24,f,63.39,6,f
6_samtrans-ca-us_400_PM_d0_s1190,Airtrain - West Manor/Palmetto,53.30229091644287,24,f,19.02,6,f
6_samtrans-ca-us_400_PM_d1_s1195,Airtrain - West Manor/Palmetto,124.84230268001556,24,f,26.94,6,f
6_samtrans-ca-us_401_PM_d0_s1198,San Bruno BART - Shelter Creek,0,24,f,38.03,6,f
6_samtrans-ca-us_401_PM_d1_s1197,San Bruno BART - Shelter Creek,0,24,f,38.03,6,f
6_samtrans-ca-us_402_PM_d0_s1205,Serramonte Center - Terra Nova High,41.28080224990845,24,f,95.09,6,f
6_samtrans-ca-us_403_PM_d0_s1220,Linda Mar Park & Ride - Pescadero,60.914533615112305,24,f,31.7,6,f
6_samtrans-ca-us_403_PM_d1_s1210,Linda Mar Park & Ride - Pescadero,16.95454978942871,24,f,31.7,6,f
6_samtrans-ca-us_405_PM_d0_s1224,Brisbane - Westmoor High,16.755648136138916,24,f,190.17,6,f
6_samtrans-ca-us_407_PM_d0_s1231,5th/El Camino - College of San Mateo,200.58122020959854,24,f,19.02,6,f
6_samtrans-ca-us_407_PM_d1_s1232,5th/El Camino - College of San Mateo,137.4246702194214,24,f,23.77,6,f
6_samtrans-ca-us_408_PM_d0_s1234,Foster City - Hillsdale Mall,40.284592628479004,24,f,47.54,6,f
6_samtrans-ca-us_408_PM_d1_s1233,Foster City - Hillsdale Mall,0,24,f,63.39,6,f
6_samtrans-ca-us_409_PM_d1_s1236,Downtown San Mateo - North San Mateo Loop,12.095226049423218,24,f,47.54,6,f
6_samtrans-ca-us_410_PM_d0_s1239,Foster City - Hillsdale Mall,10.360573768615723,24,f,190.17,6,f
6_samtrans-ca-us_410_PM_d1_s1237,Foster City - Hillsdale Mall,45.90998935699463,24,f,95.09,6,f
